Data;Ora UTC;ID_Transetto;Operazioni;Commento;Litter;NOTE
18/01/2026;15:55:11;21_T08;Commento;;;Riprendiamo la registrazione poichè si è risolto il problema su Qinsy
18/01/2026;16:02:25;21_T08;Commento;;;Tante Hamacantha
18/01/2026;16:02:26;21_T08;Commento;;;Spugne gialle piccole
18/01/2026;16:04:33;21_T08;Commento;;;Spugne bianche incrostanti
18/01/2026;16:05:41;21_T08;Commento;Batynectes maravigna ;;
18/01/2026;16:10:39;21_T08;Commento;Ceramaster grenadensis;;
18/01/2026;16:13:55;21_T08;Commento;;;Meteriale rifiuto bastoncino
18/01/2026;16:16:20;21_T08;Commento;;;Piccoli coralliti bianchi
18/01/2026;16:17:55;21_T08;Commento;Munida;;
18/01/2026;16:19:46;21_T08;Commento;;;Piccoli coralliti bianchi /Caryophilla
18/01/2026;16:20:51;21_T08;Commento;Munida;;
18/01/2026;16:25:35;21_T08;Commento;;;Tante Hamacantha
18/01/2026;16:25:57;21_T08;Commento;Munida;;
18/01/2026;16:26:19;21_T08;Commento;;;Piccole spugne gialle incrostante
18/01/2026;16:30:22;21_T08;Commento;;;Interrompiamo il transetto per problemi di comunicazione con il programma di navigazione
18/01/2026;16:33:46;21_T08;Commento;;;Riprendiamo la registrazione poichè si è risolto il problema su Qinsy
18/01/2026;16:36:08;21_T08;Commento;;;Spugne gialle incrostanti e Munida
18/01/2026;16:38:26;21_T08;Commento;Munida;;
18/01/2026;16:39:59;21_T08;Commento;;;Spugna bianca massiva
18/01/2026;16:40:34;21_T08;Commento;;;Tanti coralliti / Caryophillia
18/01/2026;16:58:44;21_T08;Commento;;;Polichete ciambella
18/01/2026;17:15:31;21_T08;Commento;;;Interrompiamo il transetto per problemi di comunicazione con il programma di navigazione
18/01/2026;17:21:40;21_T08;Commento;;;Riprendiamo la registrazione poichè si è risolto il problema su Qinsy
18/01/2026;18:01:45;21_T08;Commento;;;Tanta Hamacantha
18/01/2026;18:02:18;21_T08;Commento;Munida;;
18/01/2026;18:04:03;21_T08;Fine transetto;;;
18/01/2026;18:14:34;21_T08;On Deck;;;Transito sul fondo, non sul TMS
18/01/2026;19:20:12;21_T14;Off Deck;;;Inizia avvicinamento al fondo dopo transito in libera
18/01/2026;19:27:58;21_T14;Inizio transetto;;;
18/01/2026;19:32:11;21_T14;Commento;Nettastoma melanurum;;
18/01/2026;19:34:59;21_T14;Commento;;;Solmissus
18/01/2026;19:36:49;21_T14;Commento;;;Hymenocephalus italicus
18/01/2026;19:41:27;21_T14;Commento;;;Hymenocephalus italicus
18/01/2026;19:53:29;21_T14;Commento;;;Solmissus
18/01/2026;20:02:43;21_T14;Commento;;;Spugne piccole gialle verdastre incrostanti
18/01/2026;20:03:13;21_T14;Commento;;;Piccole madrepore ND
18/01/2026;20:04:07;21_T14;Commento;;;Benthocometes robustus
18/01/2026;20:05:21;21_T14;Commento;;;Spugne piccole bianche incrostanti
18/01/2026;20:05:46;21_T14;Commento;;;Grande spugna gialla incrostante 
18/01/2026;20:19:40;21_T14;Commento;;;Polichete ciambella
18/01/2026;20:23:06;21_T14;Commento;Dicopia antirrhinum;;
18/01/2026;20:24:49;21_T14;Commento;;;Polichete ciambella
18/01/2026;20:31:50;21_T14;Commento;;;Caryophyllia sp.
18/01/2026;20:32:54;21_T14;Commento;Sympagella delauzei;;Intorno tante Nidalia studeri
18/01/2026;20:34:51;21_T14;Commento;;;"Due piccoli polipi, robabilmente Epizoanthus, tra le Nidalia; spondili sulle rocce"
18/01/2026;20:39:15;21_T14;Commento;;;Caryophyllia sp
18/01/2026;20:49:20;21_T14;Commento;;;Tanta Hamacantha, spugne piccole gialle verdastre, valve di spondili, serpulidi
18/01/2026;20:51:11;21_T14;Commento;;;Plesionika cf heterocarpus
18/01/2026;20:54:26;21_T14;Commento;Nettastoma melanurum;;
18/01/2026;20:54:52;21_T14;Commento;;;Hymenocephalus italicus
18/01/2026;20:56:34;21_T14;Commento;;;Tanta Hamacantha, spugnette gialle verdastre
18/01/2026;21:04:08;21_T14;Commento;;;Entaglement su serpulidi?
18/01/2026;21:07:20;21_T14;Commento;;;Cerianti
18/01/2026;21:07:58;21_T14;Commento;;;Piccolo anemone bianco su roccia
18/01/2026;21:10:21;21_T14;Commento;;;Plesionika cf. heterocarpus
18/01/2026;21:12:40;21_T14;Commento;;;Caryophyllia tra Hamacantha e spugne gialle, e Nidalia
18/01/2026;21:15:13;21_T14;Commento;;;Piccolo cerianto bianco
18/01/2026;21:15:58;21_T14;Commento;;;Plesionika cf. heterocarpus
18/01/2026;21:21:02;21_T14;Commento;;;Hymenocephalus italicus
18/01/2026;21:21:51;21_T14;Commento;;;Piccolo cerianto bianco
18/01/2026;21:22:17;21_T14;Commento;;;Grande spugna bianca incrostante
18/01/2026;21:25:43;21_T14;Commento;;;Spugna bianca
18/01/2026;21:26:17;21_T14;Commento;;;Nezumia sp.
18/01/2026;21:29:42;21_T14;Commento;;;Munida sp.
18/01/2026;21:35:24;21_T14;Commento;;;"Identificazione corretta; Sympagella è errore"
18/01/2026;21:39:58;21_T14;Commento;;;Plesionika cf. heterocarpus
18/01/2026;22:01:54;21_T14;Commento;;;Mattoni
18/01/2026;22:10:44;21_T14;Biologico ;;;Mattone con piccole spugne incrostanti
18/01/2026;22:23:09;21_T14;Commento;;;Spugna bianca
18/01/2026;22:24:07;21_T14;Fine transetto;;;
18/01/2026;22:30:28;21_T14;On Deck;;;ROV su TMS
18/01/2026;23:11:28;21_T13;Off Deck;;;ROV si stacca dal TMS e scende sul fondale
18/01/2026;23:24:37;21_T13;Inizio transetto;;;
18/01/2026;23:25:42;21_T13;Commento;Chauliodus sloani;;
18/01/2026;23:30:38;21_T13;Commento;;;Gadiculus argenteus
18/01/2026;23:31:06;21_T13;Commento;;;Spugne incrostanti gialle verdognole
18/01/2026;23:34:09;21_T13;Commento;;;Munida sp.
18/01/2026;23:34:45;21_T13;Commento;;;Diversi Parantipathes larix piccoli
18/01/2026;23:36:43;21_T13;Commento;;;Tante spugne piccole gialle verdognole
18/01/2026;23:37:18;21_T13;Commento;;;Molti serpulidi
18/01/2026;23:37:20;21_T13;Commento;;;Plesionika sp.
18/01/2026;23:46:11;21_T13;Commento;;;Plesionika sp.?
18/01/2026;23:51:47;21_T13;Commento;Nettastoma melanurum;;
18/01/2026;23:52:38;21_T13;Commento;;;Gadiculus?
18/01/2026;23:53:35;21_T13;Commento;;;Plesionika cf. heterocarpus, alcuni in giro
18/01/2026;23:56:46;21_T13;Commento;;;Interruzione per entanglement in lenza
19/01/2026;00:04:26;21_T13;Commento;;;Ripresa transetto
19/01/2026;00:07:47;21_T13;Commento;;;Parete con molte spugne piccole incrostanti gialle verdognole, Hamacantha, P. larix
19/01/2026;00:10:53;21_T13;Commento;;;Serpulidi
19/01/2026;00:19:51;21_T13;Commento;;;Tappeto di corti sabellidi
19/01/2026;00:20:10;21_T13;Commento;;;Cerianto bianco
19/01/2026;00:23:02;21_T13;Commento;;;Sembra una Synagoga mira su un Parantipathes, sarebbe l'unica finora
19/01/2026;00:25:21;21_T13;Commento;;;Munida sp.
19/01/2026;00:26:14;21_T13;Commento;;;Filogranula annulata
19/01/2026;00:33:27;21_T13;Commento;;;Plesionika cf. heterocarpus
19/01/2026;00:33:29;21_T13;Commento;;;Caryophyllia sp.
19/01/2026;00:41:41;21_T13;Commento;;;Arctozenus risso
19/01/2026;00:54:16;21_T13;Commento;;;Probabile Synagoga mira
19/01/2026;00:59:33;21_T13;Commento;Nettastoma melanurum;;
19/01/2026;01:22:24;21_T13;Commento;;J200 bottiglia vetro/ceramica;
19/01/2026;01:34:04;21_T13;Commento;;;Plesionika  cf. heterocarpus
19/01/2026;01:36:35;21_T13;Commento;Nettastoma melanurum;;Check
19/01/2026;01:43:08;21_T13;Commento;Nettastoma melanurum;;Check
19/01/2026;01:58:02;21_T13;Commento;;;Plesionika cf. heterocarpus
19/01/2026;02:03:54;21_T13;Commento;;;Aggregazione di 8 Palinurus mauritanicus
19/01/2026;02:06:04;21_T13;Commento;Nettastoma melanurum;;
19/01/2026;02:10:48;21_T13;Fine transetto;;;
19/01/2026;02:32:50;21_T13;On Deck;;;
19/01/2026;03:39:13;21_T07;Off Deck;;;
19/01/2026;04:38:33;21_T07;Inizio transetto;;;
19/01/2026;04:43:43;21_T07;Commento;;;Centrolophus?
19/01/2026;04:46:14;21_T07;Commento;Chauliodus sloani;;
19/01/2026;04:46:44;21_T07;Commento;;;Cerianto bianco
19/01/2026;04:58:14;21_T07;Commento;;;Nezumia sp.
19/01/2026;05:01:08;21_T07;Commento;;;Caryophyllia sp
19/01/2026;05:08:11;21_T07;Commento;;;Molte D. bonsai lungo il transetto
19/01/2026;05:09:36;21_T07;Commento;;;Munida sp.
19/01/2026;05:10:57;21_T07;Commento;;;Spugna arancione incrostante
19/01/2026;05:16:15;21_T07;Commento;;;Interruzione per check ROV
19/01/2026;05:30:29;21_T07;Commento;Conger conger;;
19/01/2026;05:52:32;21_T07;Commento;;;Plesionika giglioli
19/01/2026;05:57:56;21_T07;Commento;;;Piccolo totano
19/01/2026;06:09:26;21_T07;Biologico ;;;Campionato piccolo keratoisidiidae monopodiale, sottile, bianco
19/01/2026;06:53:07;21_T07;Commento;;;Arctozenus risso
19/01/2026;06:54:39;21_T07;Fine transetto;;;
19/01/2026;06:59:36;21_T07;Commento;;;ROV si trasferisce su transetto out of TMS
00/01/1900;00:00:00;;;;;
00/01/1900;00:00:00;;;;;
00/01/1900;00:00:00;;;;;
00/01/1900;00:00:00;;;;;
00/01/1900;00:00:00;;;;;
00/01/1900;00:00:00;;;;;
00/01/1900;00:00:00;;;;;
00/01/1900;00:00:00;;;;;
00/01/1900;00:00:00;;;;;
00/01/1900;00:00:00;;;;;
00/01/1900;00:00:00;;;;;
00/01/1900;00:00:00;;;;;
00/01/1900;00:00:00;;;;;
00/01/1900;00:00:00;;;;;
00/01/1900;00:00:00;;;;;
00/01/1900;00:00:00;;;;;
00/01/1900;00:00:00;;;;;
00/01/1900;00:00:00;;;;;
00/01/1900;00:00:00;;;;;
00/01/1900;00:00:00;;;;;
00/01/1900;00:00:00;;;;;
00/01/1900;00:00:00;;;;;
00/01/1900;00:00:00;;;;;
00/01/1900;00:00:00;;;;;
00/01/1900;00:00:00;;;;;
00/01/1900;00:00:00;;;;;
00/01/1900;00:00:00;;;;;
00/01/1900;00:00:00;;;;;
00/01/1900;00:00:00;;;;;
00/01/1900;00:00:00;;;;;
00/01/1900;00:00:00;;;;;
00/01/1900;00:00:00;;;;;
00/01/1900;00:00:00;;;;;
00/01/1900;00:00:00;;;;;
00/01/1900;00:00:00;;;;;
00/01/1900;00:00:00;;;;;
00/01/1900;00:00:00;;;;;
00/01/1900;00:00:00;;;;;
00/01/1900;00:00:00;;;;;
00/01/1900;00:00:00;;;;;
00/01/1900;00:00:00;;;;;
00/01/1900;00:00:00;;;;;
00/01/1900;00:00:00;;;;;
00/01/1900;00:00:00;;;;;
00/01/1900;00:00:00;;;;;
00/01/1900;00:00:00;;;;;
00/01/1900;00:00:00;;;;;
00/01/1900;00:00:00;;;;;
00/01/1900;00:00:00;;;;;
00/01/1900;00:00:00;;;;;
00/01/1900;00:00:00;;;;;
00/01/1900;00:00:00;;;;;
00/01/1900;00:00:00;;;;;
00/01/1900;00:00:00;;;;;
00/01/1900;00:00:00;;;;;
00/01/1900;00:00:00;;;;;
00/01/1900;00:00:00;;;;;
00/01/1900;00:00:00;;;;;
00/01/1900;00:00:00;;;;;
00/01/1900;00:00:00;;;;;
00/01/1900;00:00:00;;;;;
00/01/1900;00:00:00;;;;;
00/01/1900;00:00:00;;;;;
00/01/1900;00:00:00;;;;;
00/01/1900;00:00:00;;;;;
00/01/1900;00:00:00;;;;;
00/01/1900;00:00:00;;;;;
00/01/1900;00:00:00;;;;;
00/01/1900;00:00:00;;;;;
00/01/1900;00:00:00;;;;;
00/01/1900;00:00:00;;;;;
00/01/1900;00:00:00;;;;;
00/01/1900;00:00:00;;;;;
00/01/1900;00:00:00;;;;;
00/01/1900;00:00:00;;;;;
00/01/1900;00:00:00;;;;;
00/01/1900;00:00:00;;;;;
00/01/1900;00:00:00;;;;;
00/01/1900;00:00:00;;;;;
00/01/1900;00:00:00;;;;;
00/01/1900;00:00:00;;;;;
00/01/1900;00:00:00;;;;;
00/01/1900;00:00:00;;;;;
00/01/1900;00:00:00;;;;;
00/01/1900;00:00:00;;;;;
00/01/1900;00:00:00;;;;;
00/01/1900;00:00:00;;;;;
09/01/2026;07:44:23;62_T05;Inizio transetto;;;
09/01/2026;07:50:00;62_T05;Commento;lollipop spugne;;
09/01/2026;07:56:14;62_T05;Commento;lollipop spugne;;
09/01/2026;08:01:44;62_T05;Commento;cefalopode sul fondo;;
00/01/1900;00:00:00;;Commento;;;
00/01/1900;00:00:00;;Commento;;;
00/01/1900;00:00:00;;Commento;;;
00/01/1900;00:00:00;;Commento;;;
00/01/1900;00:00:00;;Commento;;;
00/01/1900;00:00:00;;Commento;;;
00/01/1900;00:00:00;;Commento;;;
00/01/1900;00:00:00;;Commento;;;
00/01/1900;00:00:00;;Commento;;;
00/01/1900;00:00:00;;Commento;;;
00/01/1900;00:00:00;;Commento;;;
00/01/1900;00:00:00;;Commento;;;
00/01/1900;00:00:00;;Commento;;;
00/01/1900;00:00:00;;Commento;;;
00/01/1900;00:00:00;;Commento;;;
00/01/1900;00:00:00;;Commento;;;
00/01/1900;00:00:00;;Commento;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
