Data;Ora UTC;ID_Transetto;Operazioni;Commento;Litter;NOTE
30/10/2025;16:32:53;008_T14;Commento;Pentaster placenta;;
30/10/2025;16:32:53;008_T14;Commento;Pachylasma giganteum;;
30/10/2025;16:32:53;008_T14;Commento;Pezzo di rete;;
30/10/2025;16:32:53;008_T14;Commento;Pentaster placenta;;
30/10/2025;16:32:53;008_T14;Commento;Polyprion americanus;;
30/10/2025;16:32:53;008_T14;Commento;Gracilechinus sp.;;
30/10/2025;16:32:53;008_T14;Commento;Benthocometes robustus;;
30/10/2025;16:32:53;008_T14;Commento;Sphaerechinus granularis;;
30/10/2025;16:32:53;008_T14;Commento;Pentaster placenta;;
30/10/2025;16:32:53;008_T14;Commento;Porifero bianco;;
30/10/2025;16:32:53;008_T14;Commento;Gorgonia gialla;;
30/10/2025;16:32:53;008_T14;Commento;Ceramester;;
30/10/2025;16:32:53;008_T14;Commento;Pentaster placenta;;
30/10/2025;16:32:53;008_T14;Commento;Lophius?;;
30/10/2025;16:32:53;008_T14;Commento;Pentaster placenta;;
30/10/2025;20:20:51;008_T14;Fine transetto;;;
30/10/2025;22:25:37;008_T04;Off Deck;;;ora reale 21:59
30/10/2025;22:43:34;008_T04;;;;Siamo fermi a circa 20 m dal fondo da circa 60 min
30/10/2025;23:19:16;008_T04;;;;ROV sul fondo
30/10/2025;23:32:14;008_T04;Inizio transetto;;;
30/10/2025;23:35:19;008_T04;Commento;Gadiculs cfr;;
30/10/2025;23:35:58;008_T04;Commento;L. caudatus;;
30/10/2025;23:40:36;008_T04;Commento;Gorgonia gialla;;
30/10/2025;23:45:52;008_T04;Commento;Coral rubble;;
30/10/2025;23:52:13;008_T04;Commento;P. placenta;;
30/10/2025;23:52:58;008_T04;Commento;Pagello;;
30/10/2025;23:57:13;008_T04;Commento;Alcune Isidelle sul transetto;;
31/10/2025;00:05:49;008_T04;Commento;Coral rubble;;
31/10/2025;00:06:31;008_T04;Commento;Spugna bianca;;
31/10/2025;00:09:01;008_T04;Commento;Coral rubble;;
31/10/2025;00:11:09;008_T04;Commento;Spugna bianca;;
31/10/2025;00:12:46;008_T04;Commento;Spugna bianca;;
31/10/2025;00:23:14;008_T04;Commento;P. regalis;;
31/10/2025;00:27:02;008_T04;Commento;Gracilechinus ;;
31/10/2025;00:27:33;008_T04;Commento;P. placenta;;
31/10/2025;00:28:30;008_T04;Commento;Gracilechinus ;;
31/10/2025;00:30:16;008_T04;Commento;Munida;;
31/10/2025;00:37:49;008_T04;Commento;;;torniamo sul transetto
31/10/2025;00:47:22;008_T04;Fine transetto;;;
31/10/2025;01:38:01;008_T15;Inizio transetto;;;
31/10/2025;01:40:52;008_T15;Commento;Coral rubble;;
31/10/2025;01:42:36;008_T15;Commento;Arctozenus rissoa;;
31/10/2025;01:45:13;008_T15;Commento;Scleractinie coloniali ;;
31/10/2025;01:47:40;008_T15;Commento;Spugne bianche ;;
31/10/2025;01:49:04;008_T15;Commento;Crostaceo ;;
31/10/2025;01:51:05;008_T15;Commento;Coral rubble;;
31/10/2025;01:51:21;008_T15;Commento;P. placenta ;;
31/10/2025;01:52:12;008_T15;Commento;Cima ;;
31/10/2025;01:56:10;008_T15;Commento;P. placenta ;;
31/10/2025;01:56:43;008_T15;Commento;B. viridis;;
31/10/2025;01:57:17;008_T15;Commento;Coral rubble;;
31/10/2025;01:57:58;008_T15;Commento;Scleractinie singole;;
31/10/2025;01:58:22;008_T15;Commento;Coral rubble;;
31/10/2025;02:02:11;008_T15;Commento;Spugna bianca ;;
31/10/2025;02:02:11;008_T15;Commento;Aulopus filmentosus ;;
31/10/2025;02:09:14;008_T15;Commento;P. placenta ;;
31/10/2025;02:11:03;008_T15;Commento;Coral rubble;;
31/10/2025;02:14:14;008_T15;Commento;Scleractinie singole;;
31/10/2025;02:16:17;008_T15;Commento;Scleractinie singole;;
31/10/2025;02:17:35;008_T15;Commento;P. placenta ;;
31/10/2025;02:18:44;008_T15;Commento;Anamathia rissoana O macropodia;;
31/10/2025;02:26:16;008_T15;Commento;Coral rubble;;
31/10/2025;02:27:21;008_T15;Commento;Munida;;
31/10/2025;02:28:45;008_T15;Commento;Coral rubble;;
31/10/2025;02:30:09;008_T15;Commento;B. viridis;;
31/10/2025;02:30:41;008_T15;Commento;B. viridis;;
31/10/2025;02:32:40;008_T15;Commento;Coral rubble;;
31/10/2025;02:40:47;008_T15;Commento;Spinolambrus macrochelos ;;
31/10/2025;02:43:20;008_T15;Commento;Spinolambrus macrochelos ;;
31/10/2025;02:43:37;008_T15;Commento;P. placenta ;;
31/10/2025;02:44:34;008_T15;Commento;Coral rubble;;
31/10/2025;03:38:42;008_T15;Commento;Forskalia edwarsi ;;
31/10/2025;03:38:42;008_T15;Commento;P. placenta ;;
31/10/2025;03:38:42;008_T15;Commento;Forskalia edwarsi ;;
31/10/2025;03:38:42;008_T15;Commento;Idrozoi su Leiopathes;;
31/10/2025;03:30:39;008_T15;Fine transetto;;;
05/11/2025;01:10:56;008_T13;Off Deck;;;
05/11/2025;01:58:48;008_T13;Inizio transetto;;;
05/11/2025;02:21:01;008_T13;Commento;Calappa granulata;;
05/11/2025;02:21:53;008_T13;Commento;Aristeus antennatus;;
05/11/2025;02:45:32;008_T13;Commento;Pesce non identificato;;
05/11/2025;02:46:30;008_T13;Commento;Pesce sciabola;;
05/11/2025;02:47:37;008_T13;Commento;Aristeus antennatus;;
05/11/2025;02:53:26;008_T13;Fine transetto;;;
05/11/2025;04:37:53;008_T06;Inizio transetto;Substrato fangoso;;
05/11/2025;04:39:22;008_T06;Commento;Aristeus antennatus;;
05/11/2025;04:47:47;008_T06;Commento;Coral rubble ;;
05/11/2025;04:48:05;008_T06;Commento;molte sugne bianche ;;
05/11/2025;04:55:58;008_T06;Commento;Farrea bowerbanki;;
05/11/2025;05:01:30;008_T06;Commento;Pietra rettangolare ;;
05/11/2025;05:06:28;008_T06;Commento;Isidella rotta;;
05/11/2025;06:01:33;008_T06;Fine transetto;;;
05/11/2025;06:56:50;008_T01;Inizio transetto;;;
05/11/2025;07:05:46;008_T01;Commento;;;Alzato fango da ROV 
05/11/2025;07:08:46;008_T01;Commento;Numerose spugne incorstanti bianche e gialle;;
05/11/2025;07:12:04;008_T01;Commento;Calamaro;;
05/11/2025;07:15:41;008_T01;Commento;Isidelle morte, scheletri epibiontati;;
05/11/2025;07:18:49;008_T01;Commento;Isidella morta;;
05/11/2025;07:22:28;008_T01;Commento;Munida sp.;;
05/11/2025;07:24:01;008_T01;Commento;Nezumia;;
05/11/2025;07:28:13;008_T01;Commento;Coral rubble;;
05/11/2025;07:29:42;008_T01;Commento;Loligo sp.;;
05/11/2025;07:33:52;008_T01;Commento;Munida sp.;;
05/11/2025;07:35:24;008_T01;Commento;No madrepora, Lophelia;;
05/11/2025;07:37:06;008_T01;Commento;Spugne incrostanti gialle;;
05/11/2025;07:38:22;008_T01;Commento;Coral rubble;;
05/11/2025;07:41:40;008_T01;Commento;Loligo sp.;;
05/11/2025;07:42:22;008_T01;Commento;Spugna bianca massiva;;
05/11/2025;07:42:47;008_T01;Commento;Munida sp. ;;
05/11/2025;07:43:15;008_T01;Commento;B. viridis;;
05/11/2025;07:46:07;008_T01;Commento;Isidella elongata;;
05/11/2025;07:48:58;008_T01;Commento;Polyprion americanus;;
05/11/2025;07:52:43;008_T01;Commento;;J200 bottiglia vetro/ceramica;Bottiglia vetro
05/11/2025;07:54:47;008_T01;Commento;Funicolina dietro isidella;;
05/11/2025;07:59:18;008_T01;Commento;Notacanthus bonaparte;;
05/11/2025;08:05:16;008_T01;Commento;Loligo sp.;;
05/11/2025;08:05:51;008_T01;Biologico ;Camionamento isidella;;Primo box grigio inzio cassetto 
05/11/2025;08:20:31;008_T01;Commento;;J234* cime, corde o reti aggrovigliate;cima
05/11/2025;08:22:38;008_T01;Commento;medusa con ombrela scura (Cubomedusa);;
05/11/2025;08:29:52;008_T01;Fine transetto;;;
05/11/2025;10:10:57;008_T07;Inizio transetto;;;
05/11/2025;10:13:04;008_T07;Commento;;T370 sacchetto spazzatura;da rivedere, oggetto di plastica
05/11/2025;10:16:38;008_T07;Commento;Aristeus antennatus;;
05/11/2025;10:18:14;008_T07;Commento;Hymenocephalus;;
05/11/2025;10:18:33;008_T07;Commento;Hymenocephalus;;
05/11/2025;10:18:45;008_T07;Commento;Hymenocephalus;;
05/11/2025;10:20:00;008_T07;Commento;Lophelia no madrepora;;
05/11/2025;10:22:12;008_T07;Commento;Spugne bianche globulari e gialli incrostanti;;
05/11/2025;10:24:41;008_T07;Commento;no capros da cancellare, perso camera e registrazione, ripresa poco dopo;;
05/11/2025;10:25:32;008_T07;Commento;Zibrowius su callogorgia;;
05/11/2025;10:27:35;008_T07;Commento;medusa con ombrela scura (Cubomedusa);;
05/11/2025;10:28:38;008_T07;Commento;Hymenocephalus;;
05/11/2025;10:29:00;008_T07;Commento;Pillow lava;;
05/11/2025;10:31:15;008_T07;Commento;Zibrowius su callogorgia;;
05/11/2025;10:31:28;008_T07;Commento;Nettstoma/Faciollella;;
05/11/2025;10:38:45;008_T07;Commento;Spugne bianche e giale incrostanti;;
05/11/2025;10:57:12;008_T07;Commento;rov fermo sul punto;;
05/11/2025;10:59:01;008_T07;Commento;ripreso transetto;;
05/11/2025;11:06:43;008_T07;Commento;Peltaster placenta;;
05/11/2025;11:08:23;008_T07;Commento;Coral rubble;;
05/11/2025;11:13:17;008_T07;Commento;Spugne bianche globose;;
05/11/2025;11:16:21;008_T07;Commento;Peltster placenta;;
05/11/2025;11:34:45;008_T07;Commento;ROV fermo per problemi;;
05/11/2025;11:53:07;008_T07;Commento;Ripreso il transetto;;molta corrente
05/11/2025;12:16:41;008_T07;Commento;Spugne bianche globose;;
05/11/2025;12:20:03;008_T07;Commento;Spugne incortanti gialle e bianche globose;;
05/11/2025;12:21:55;008_T07;Commento;Pillow lava;;
05/11/2025;12:24:00;008_T07;Commento;Spugna globosa;;
05/11/2025;12:26:12;008_T07;Commento;Peltaster placenta;;
05/11/2025;12:29:48;008_T07;Commento;Peltaster;;
05/11/2025;12:56:55;008_T07;Fine transetto;;;
05/11/2025;14:31:46;008_T03;Inizio transetto;;;
05/11/2025;14:44:31;008_T03;Commento;Spugne gialle e bianche incrostanti;;
05/11/2025;14:46:24;008_T03;Commento;Scheletro di Callogorgia epifitata;;
05/11/2025;14:55:12;008_T03;Commento;Numerose callogorgie morte;;
05/11/2025;15:00:34;008_T03;Commento;Spugna gialla;;
05/11/2025;15:01:11;008_T03;Commento;Coral rubble;;
05/11/2025;15:02:09;008_T03;Commento;Numerose spugne globose bianche e incorsranti gialle;;
05/11/2025;15:02:41;008_T03;Commento;P. monillifera;;
05/11/2025;15:04:12;008_T03;Commento;Coral rubble;;
05/11/2025;15:06:52;008_T03;Commento;Lophelia morta;;
05/11/2025;15:11:18;008_T03;Commento;Scheletri callogorgia a terra;;
05/11/2025;15:12:12;008_T03;Commento;Coral rubble;;
05/11/2025;15:14:07;008_T03;Commento;Spugne bianche e gialli incrostanti;;
05/11/2025;15:18:10;008_T03;Commento;Zibrowius su callogorgia;;
05/11/2025;15:24:28;008_T03;Commento;Zibrowius su callogorgia;;
05/11/2025;15:31:11;008_T03;Commento;Zibrowius su callogorgia;;
05/11/2025;15:31:37;008_T03;Commento;Zibrowius su callogorgia;;
05/11/2025;15:36:38;008_T03;Commento;Zibrowius su callogorgia;;
05/11/2025;15:45:40;008_T03;Commento;Facciolella;;
05/11/2025;15:50:49;008_T03;Commento;Coral rubble;;
05/11/2025;15:51:24;008_T03;Commento;;J234* cime, corde o reti aggrovigliate;cima
05/11/2025;15:52:51;008_T03;Commento;Coral rubble;;
05/11/2025;15:56:13;008_T03;Commento;Coral rubble;;
05/11/2025;15:59:04;008_T03;Fine transetto;;;
05/11/2025;16:47:47;008_T02;Inizio transetto;;;
05/11/2025;16:48:51;008_T02;Commento;Spugne bianche e gialle incrostanti;;
05/11/2025;16:56:22;008_T02;Commento;Coral rubble;;
05/11/2025;16:57:18;008_T02;Commento;Peltaster;;
05/11/2025;16:57:56;008_T02;Commento;Zibrowius su callogorgia;;
05/11/2025;16:59:52;008_T02;Commento;Corallo morto;;
05/11/2025;17:01:07;008_T02;Commento;no helicolenus ma spugna bianca;;
05/11/2025;17:01:29;008_T02;Commento;Muida sp.;;
05/11/2025;17:02:15;008_T02;Commento;Coral rubble;;
05/11/2025;17:10:54;008_T02;Biologico ;Gorgonia su fango (Bebryce?);;Box blu
05/11/2025;17:16:46;008_T02;Commento;Campionameno gongonia segna come Cnidari 600-1000;;
05/11/2025;17:20:43;008_T02;Commento;Nezumia;;
05/11/2025;17:26:02;008_T02;Commento;Facciollella/nettastoma;;
05/11/2025;17:26:33;008_T02;Commento;Coral rubble;;
05/11/2025;17:31:20;008_T02;Commento;B. maravigna;;
05/11/2025;17:33:47;008_T02;Commento;Coral Rubble;;
05/11/2025;17:36:57;008_T02;Commento;Munida sp.;;
05/11/2025;17:43:07;008_T02;Commento;Coral Rubble;;
05/11/2025;17:45:28;008_T02;Commento;Coral Rubble;;
05/11/2025;17:47:02;008_T02;Commento;;J234* cime, corde o reti aggrovigliate;cima
05/11/2025;17:57:41;008_T02;Commento;Stella sul fondo;;
05/11/2025;18:01:09;008_T02;Commento;Coral Rubble;;
05/11/2025;18:04:18;008_T02;Fine transetto;;;
05/11/2025;20:33:18;008_T12;Inizio transetto;;;
05/11/2025;20:36:07;008_T12;Niskin;;;
05/11/2025;20:36:07;008_T12;Commento;Attesa sul fando settaggi tecnici;;
05/11/2025;20:36:07;008_T12;Commento;Rirpendiamo il transetto;;
05/11/2025;20:36:07;008_T12;Commento;Nezumia aequalis;;
05/11/2025;20:36:07;008_T12;Commento;H. italicus;;
05/11/2025;20:36:07;008_T12;Commento;medusa con ombrela scura (Cubomedusa);;
05/11/2025;20:36:07;008_T12;Commento;medusa con ombrela scura (Cubomedusa);;
05/11/2025;20:36:07;008_T12;Commento;medusa con ombrela scura (Cubomedusa);;
05/11/2025;20:36:07;008_T12;Commento;Galeus melastomus;;
05/11/2025;20:36:07;008_T12;Commento;medusa con ombrela scura (Cubomedusa);;
05/11/2025;20:36:07;008_T12;Commento;medusa con ombrela scura (Cubomedusa);;
05/11/2025;21:51:46;008_T12;Fine transetto;;;
06/11/2025;17:13:05;008_T10;Off Deck;;;
06/11/2025;03:46:00;008_T10;Inizio transetto;;;
06/11/2025;17:13:05;008_T10;Commento;Segni di attrezzi da pesca sul fondo;;
06/11/2025;17:13:05;008_T10;Commento;A. rissoana;;
06/11/2025;17:13:05;008_T10;Commento;medusa con ombrela scura (Cubomedusa);;
06/11/2025;17:13:05;008_T10;Commento;Sostituire L. caudatus con Celorinchus;;
06/11/2025;17:13:05;008_T10;Commento;Stella bianca;;
06/11/2025;17:13:05;008_T10;Push-corer;Una carota a 1019;;
06/11/2025;17:13:05;008_T10;Commento;Hymenodiscus? su fango;;
06/11/2025;17:13:05;008_T10;Fine transetto;;;
06/11/2025;17:13:05;08_T08;Inizio transetto;;;
06/11/2025;17:13:05;08_T08;Commento;medusa con ombrela scura (Cubomedusa);;
06/11/2025;17:13:05;08_T08;Commento;Numerosi Foraminiferi su fango;;
06/11/2025;17:13:05;08_T08;Commento;Loligo sp.;;
06/11/2025;17:13:05;08_T08;Commento;Zoom su foraminiferi;;
06/11/2025;17:13:05;08_T08;Commento;Hymenocephalus;;
06/11/2025;17:13:05;08_T08;Commento;Hymenocephalus;;
06/11/2025;17:13:05;08_T08;Commento;Gasteropode Charonia?;;
06/11/2025;17:13:05;08_T08;Commento;gamberetto;;
06/11/2025;17:13:05;08_T08;Commento;2 seppie strisciano;;
06/11/2025;17:13:05;08_T08;Commento;Hymenocephalus qulache secondo prima;;
06/11/2025;17:13:05;08_T08;Commento;Hymenocephalus ;;
06/11/2025;17:13:05;08_T08;Commento;Paguro;;
06/11/2025;17:13:05;08_T08;Commento;Hymonocephalus;;
06/11/2025;17:13:05;08_T08;Commento;Aristeus antennatus;;
06/11/2025;17:13:05;08_T08;Commento;Anemone su fango;;
06/11/2025;09:58:55;08_T08;Fine transetto;;;
06/11/2025;12:08:39;08_T14;Commento;"Arrivo sul fondo; stand by";;
06/11/2025;17:13:05;08_T14;Laser scan;Inizio LS;;
06/11/2025;17:13:05;08_T14;Laser scan;Fine LS;;
06/11/2025;17:13:05;08_T14;Commento;Inizio transetto multibeam+test LS con luci;;
06/11/2025;17:13:05;08_T14;Commento;Fine transetto;;
06/11/2025;17:13:05;08_T14;Commento;Spostamento verso punto a medrepora;;
06/11/2025;17:13:05;08_T14;Laser scan;Inizio LS su coral reef;;
06/11/2025;17:13:05;08_T14;Laser scan;Fine LS;;
06/11/2025;17:13:05;08_T14;Laser scan;Inizio nuovo transetto;;
06/11/2025;17:13:05;08_T14;Laser scan;Fine transetto LS;;
06/11/2025;17:13:05;08_T14;Laser scan;Nuovo transetto LS;;
06/11/2025;17:13:05;08_T14;Commento;Verificare orario fine transetto;;
06/11/2025;17:13:05;08_T14;Laser scan;nuovo transetto LS;;
06/11/2025;17:13:05;08_T14;Laser scan;fine transetto LS;;
06/11/2025;17:13:05;08_T14;Commento;stanby da survey;;
06/11/2025;17:13:05;08_T14;Commento;Inzio risalita;;
06/11/2025;17:13:05;08_T14;On Deck;;;
06/11/2025;17:30:55;54_T13;Off Deck;;;
06/11/2025;17:53:42;54_T13;Inizio transetto;;;
06/11/2025;18:00:54;54_T13;Commento;Spugna sul fondo?;;
06/11/2025;18:01:50;54_T13;Commento;Ceriantide;;
06/11/2025;18:02:44;54_T13;Commento;Coral rubble;;
06/11/2025;18:02:51;54_T13;Commento;Spugne bianca;;
06/11/2025;18:06:07;54_T13;Commento;Diverse piccole S. pallida ;;
06/11/2025;18:06:55;54_T13;Commento;Spugna bianca;;
06/11/2025;18:07:33;54_T13;Commento;Acantogordiae numerose ;;
06/11/2025;18:09:37;54_T13;Commento;Probabili S. pallida ;;
06/11/2025;18:17:11;54_T13;Commento;I. coidetti;;
06/11/2025;18:20:00;54_T13;Commento;Numerose s. pallida;;
06/11/2025;18:20:37;54_T13;Commento;Pesce incastrato;;
06/11/2025;18:22:19;54_T13;Commento;Ancantogorgidea dense su roccia ;;
06/11/2025;18:25:23;54_T13;Commento;Munida sp;;
06/11/2025;18:31:26;54_T13;Commento;S.pallida;;
06/11/2025;18:32:16;54_T13;Commento;S.pallida;;
06/11/2025;18:45:00;54_T13;Biologico ;Campionamento acantogorgide e substrato spugnoso ;;
06/11/2025;18:46:28;54_T13;Commento;Spugna Lietistidae ricoperta di ossidi;;
06/11/2025;19:00:26;54_T13;Commento;Spugna per lavare I piatti ;;
06/11/2025;19:09:03;54_T13;Commento;I. coidetti;;
06/11/2025;19:15:42;54_T13;Commento;Madrepora o lophelia su lenza;;
06/11/2025;19:17:31;54_T13;Commento;M. scolopax;;
06/11/2025;19:20:30;54_T13;Commento;Munida sp.;;
06/11/2025;19:31:49;54_T13;Commento;A. filamentosus;;
06/11/2025;19:39:23;54_T13;Commento;Pesce nascosto ;;
06/11/2025;19:40:02;54_T13;Commento;Crostaceo;;
06/11/2025;19:43:07;54_T13;Commento;H.mediterraneus;;
06/11/2025;19:49:52;54_T13;Commento;Lenza lunghissima epifitata con idroidi;;
06/11/2025;20:02:00;54_T13;Fine transetto;;;
06/11/2025;21:28:31;54_T09;Inizio transetto;;;
06/11/2025;21:28:55;54_T09;Commento;P. placenta;;
06/11/2025;21:29:59;54_T09;Commento;H. attenuata;;
06/11/2025;21:32:38;54_T09;Commento;P. placenta;;
06/11/2025;21:37:05;54_T09;Commento;Facciolella;;
06/11/2025;21:37:37;54_T09;Commento;H. attenuata;;
06/11/2025;21:38:07;54_T09;Commento;Sabellidae;;
06/11/2025;21:38:20;54_T09;Commento;Facciolella;;
06/11/2025;21:38:26;54_T09;Commento;Sabllidae;;
06/11/2025;21:38:50;54_T09;Commento;H. attenuata;;
06/11/2025;21:39:08;54_T09;Commento;H. attenuata;;
06/11/2025;21:39:17;54_T09;Commento;H. attenuata;;
06/11/2025;21:40:05;54_T09;Commento;Cime;;
06/11/2025;21:40:37;54_T09;Commento;Serranidae;;
06/11/2025;21:40:52;54_T09;Commento;Plesionika;;
06/11/2025;21:41:05;54_T09;Commento;stella marina;;
06/11/2025;21:41:35;54_T09;Commento;Idrozoi;;
06/11/2025;21:42:05;54_T09;Commento;Sponge ground;;
06/11/2025;21:42:22;54_T09;Commento;Stella marina;;
06/11/2025;21:42:53;54_T09;Commento;Idrozoi;;
06/11/2025;21:43:03;54_T09;Commento;H. papillosa;;
06/11/2025;21:44:38;54_T09;Commento;Piccola gorgonia bianca;;
06/11/2025;21:45:37;54_T09;Commento;H. attenuata;;
06/11/2025;21:45:52;54_T09;Commento;Echinaster;;
06/11/2025;21:50:17;54_T09;Commento;Spugna su detritico;;
06/11/2025;21:51:37;54_T09;Commento;Spirografo;;
06/11/2025;21:51:50;54_T09;Commento;Uova di L. vulgaris;;
06/11/2025;21:52:05;54_T09;Commento;Serrnidae;;
06/11/2025;21:53:18;54_T09;Commento;H. attenuata;;
06/11/2025;21:54:58;54_T09;Commento;Pagrus pagrus;;
06/11/2025;21:58:28;54_T09;Commento;Astrospartus;;
06/11/2025;21:58:57;54_T09;Commento;H. attenuata;;
06/11/2025;21:59:06;54_T09;Commento;Litocarpia;;
06/11/2025;22:00:05;54_T09;Commento;Sponge ground con Axinellae;;
06/11/2025;22:01:11;54_T09;Commento;Plesionika;;
06/11/2025;22:02:10;54_T09;Commento;H. attenuata;;
06/11/2025;22:05:10;54_T09;Commento;Pagrus pagrus;;
06/11/2025;22:06:46;54_T09;Commento;Astrospartus;;
06/11/2025;22:06:46;54_T09;Commento;Corvina;;
06/11/2025;22:06:48;54_T09;Commento;Spugna nera;;
06/11/2025;22:07:15;54_T09;Commento;Muraena helena;;
06/11/2025;22:07:31;54_T09;Commento;Dentex dentex;;
06/11/2025;22:07:32;54_T09;Commento;Pagrus pagrus;;
06/11/2025;22:08:46;54_T09;Commento;Spugna nera;;
06/11/2025;22:08:58;54_T09;Commento;Togliere blenoide e mettere Phycis phycis;;
06/11/2025;22:10:02;54_T09;Commento;Parete a idroidi;;
06/11/2025;22:11:12;54_T09;Commento;Phycis phycis;;
06/11/2025;22:11:59;54_T09;Commento;Plesionika;;
06/11/2025;22:12:20;54_T09;Commento;Litocarpia;;
06/11/2025;22:12:24;54_T09;Commento;Artificiale per pescare;;
06/11/2025;22:13:09;54_T09;Commento;Holothuria sp.;;
06/11/2025;22:13:57;54_T09;Commento;Spugna nera;;
06/11/2025;22:14:11;54_T09;Commento;Holothuria sp.;;
06/11/2025;22:16:03;54_T09;Commento;Diplodus vulgaris;;
06/11/2025;22:19:38;54_T09;Commento;Diplodus vulgaris;;
06/11/2025;22:22:07;54_T09;Commento;Pausa per allineamento con TMS;;
06/11/2025;22:29:59;54_T09;Commento;Transetto ripreso;;
06/11/2025;22:30:17;54_T09;Commento;P. regalis;;
06/11/2025;22:31:46;54_T09;Commento;E. sepositus;;
06/11/2025;22:34:04;54_T09;Commento;H. attenuata;;
06/11/2025;22:35:40;54_T09;Commento;Sugna su detrito;;
06/11/2025;22:35:54;54_T09;Commento;H. attenuata;;
06/11/2025;22:36:59;54_T09;Commento;Sponge ground;;
06/11/2025;22:39:39;54_T09;Commento;Mattone;;
06/11/2025;22:40:20;54_T09;Commento;H. attenuata;;
06/11/2025;22:44:24;54_T09;Commento;Spugne bianche su detritico;;
06/11/2025;22:45:57;54_T09;Commento;Pagrus pagrus;;
06/11/2025;22:47:58;54_T09;Commento;Stella arancione;;
06/11/2025;22:50:15;54_T09;Commento;Presenza di alghe brune;;
06/11/2025;22:51:57;54_T09;Commento;Aplysina cavernicola;;
06/11/2025;22:52:28;54_T09;Commento;H. attenuata;;
06/11/2025;22:55:35;54_T09;Commento;Fine Transetto;;
07/11/2025;00:06:58;54_T08;Off Deck;;;
07/11/2025;00:29:57;54_T08;Inizio transetto;;;
07/11/2025;00:38:52;54_T08;Commento;cfr V. mirabilis;;
07/11/2025;00:39:21;54_T08;Commento;P.placenta;;
07/11/2025;00:40:11;54_T08;Commento;P. eritrinus;;
07/11/2025;00:41:05;54_T08;Commento;P.placenta;;
07/11/2025;00:44:48;54_T08;Commento;Scorpaena elongata;;
07/11/2025;00:46:55;54_T08;Commento;Cime;;
07/11/2025;01:04:34;54_T08;Commento;Spatangus;;
07/11/2025;01:04:52;54_T08;Commento;M. scolopax;;
07/11/2025;01:06:04;54_T08;Commento;Flares;;
07/11/2025;01:16:17;54_T08;Commento;Numoerosi rifiuti concentrati;;
07/11/2025;01:18:04;54_T08;Commento;P. placenta;;
07/11/2025;01:22:25;54_T08;Commento;M. scolopax;;
07/11/2025;01:22:54;54_T08;Commento;Spatangus;;
07/11/2025;01:23:01;54_T08;Commento;M. scolopax;;
07/11/2025;01:23:04;54_T08;Commento;M. scolopax;;
07/11/2025;01:23:08;54_T08;Commento;Spatangus;;
07/11/2025;01:25:00;54_T08;Commento;Spatangus;;
07/11/2025;01:25:06;54_T08;Commento;P. placenta;;
07/11/2025;01:25:19;54_T08;Commento;Facciolella;;
07/11/2025;01:27:23;54_T08;Commento;B. mollis;;
07/11/2025;01:35:47;54_T08;Commento;numerose uova di elasmobranchi;;
07/11/2025;01:39:48;54_T08;Commento;Numoerosi rifiuti concentrati;;
07/11/2025;01:41:50;54_T08;Commento;Pesce piatto;;
